Timestamp;TestCase;Algorithm;Seed;Unused;Total Duration[ms];Avg priority;Roads Count;Total requests;Throughput;Avg distance;Avg time;Roads to MVC Count;Roads to storage Count;Roads escape Count;Avg to MVC distance;Avg to storage distance;Avg escape distance;Avg to MVC time;Avg to storage time;Avg escape time
Mon Sep 17 09:20:04 EDT 2012;RouteChooseTest_UserDef;RealizerVer3;123;;51566;0.0;2;1;0.019392623046193228;4500.0;25783.0;1;1;0;5000.0;4000.0;0.0;26368.0;25198.0;0.0;0
Mon Sep 17 09:33:06 EDT 2012;RouteChooseTest_UserDef;RealizerVer3;123;;69438;0.0;26;5;0.07200668222011003;2142.3076923076924;8768.5;5;5;16;5660.0;3700.0;556.25;24471.0;16675.4;1390.5625;0
Tue Sep 18 03:54:03 EDT 2012;RouteChooseTest_UserDef;RealizerVer3;123;;75690;0.0;18;5;0.06605892456070815;2433.3333333333335;10140.444444444445;5;5;8;6100.0;2320.0;212.5;21522.6;12846.4;1335.375;0
Tue Sep 18 05:12:28 EDT 2012;RouteChooseTest_UserDef;RealizerVer3;123;;29200;0.0;18;5;0.17123287671232876;1711.111111111111;3100.0;5;5;8;3200.0;2280.0;425.0;6200.0;4280.0;425.0;0
Tue Sep 18 05:14:08 EDT 2012;RouteChooseTest_UserDef;RealizerVer3;123;;29200;0.0;18;5;0.17123287671232876;1711.111111111111;3100.0;5;5;8;3200.0;2280.0;425.0;6200.0;4280.0;425.0;0
Tue Sep 18 05:58:39 EDT 2012;RouteChooseTest_UserDef;RealizerVer3;123;;80687;0.0;20;5;0.06196785107886029;1490.0;8755.2;5;5;10;3100.0;2100.0;380.0;18222.2;13166.4;1816.1;0
Tue Sep 18 06:02:27 EDT 2012;RouteChooseTest_UserDef;RealizerVer3;123;;70191;0.0;17;5;0.07123420381530396;1535.2941176470588;9576.64705882353;5;5;7;2480.0;2320.0;300.0;15786.6;14453.4;1657.5714285714287;0
Tue Sep 18 06:52:50 EDT 2012;RouteChooseTest_UserDef;RealizerVer3;123;;111875;0.0;17;5;0.0446927374301676;2117.6470588235293;13398.35294117647;5;5;7;3620.0;3020.0;400.0;23674.4;19180.0;1928.5714285714287;0
Tue Sep 18 07:01:02 EDT 2012;RouteChooseTest_UserDef;RealizerVer3;123;;127354;0.0;19;5;0.039260643560469245;2557.8947368421054;12613.78947368421;5;5;9;5320.0;3180.0;677.7777777777778;23115.6;18717.0;3388.777777777778;0
Tue Sep 18 07:03:37 EDT 2012;RouteChooseTest_UserDef;RealizerVer3;123;;111875;0.0;17;5;0.0446927374301676;2117.6470588235293;13398.35294117647;5;5;7;3620.0;3020.0;400.0;23674.4;19180.0;1928.5714285714287;0
Tue Sep 18 07:07:24 EDT 2012;RouteChooseTest_UserDef;RealizerVer3;123;;111875;0.0;17;5;0.0446927374301676;2117.6470588235293;13398.35294117647;5;5;7;3620.0;3020.0;400.0;23674.4;19180.0;1928.5714285714287;0
Tue Sep 18 07:09:57 EDT 2012;RouteChooseTest_UserDef;RealizerVer3;123;;111875;0.0;17;5;0.0446927374301676;2117.6470588235293;13398.35294117647;5;5;7;3620.0;3020.0;400.0;23674.4;19180.0;1928.5714285714287;0
Tue Sep 18 09:24:36 EDT 2012;RouteChooseTest_UserDef;RealizerVer3;123;;0;0.0;0;0;NaN;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1
Tue Sep 18 09:33:09 EDT 2012;RouteChooseTest_UserDef;RealizerVer3;125;;205613;0.0;14;5;0.024317528560937295;3050.0;23922.14285714286;5;5;4;4800.0;3620.0;150.0;38829.0;24711.8;4301.5;0
Tue Sep 18 09:34:41 EDT 2012;RouteChooseTest_UserDef;RealizerVer3;125;;37135;0.0;2;1;0.026928773394371885;2400.0;18567.5;1;1;0;4000.0;800.0;0.0;30737.0;6398.0;0.0;0
Tue Sep 18 09:56:15 EDT 2012;RouteChooseTest_UserDef;RealizerVer3;125;;37135;0.0;2;1;0.026928773394371885;2400.0;18567.5;1;1;0;4000.0;800.0;0.0;30737.0;6398.0;0.0;0
Wed Sep 19 02:08:12 EDT 2012;RouteChooseTest_UserDef;RealizerVer3;125;;25135;0.0;2;1;0.039785160135269546;2400.0;12567.5;1;1;0;4000.0;800.0;0.0;18737.0;6398.0;0.0;0
Wed Sep 19 02:38:15 EDT 2012;RouteChooseTest_UserDef;RealizerVer3;125;;37135;0.0;2;1;0.026928773394371885;2400.0;18567.5;1;1;0;4000.0;800.0;0.0;30737.0;6398.0;0.0;0
